ゲームID,ターン,プレイヤーID,前の単語,要求文字,回答,応答時間_ms,語頭判定,辞書判定,読み,判定,終了理由,勝者ID,敗者ID,プロンプトNo,最大連続回答回数
15,5,GPT-1,ラッパ,ぱ,パンダ,3275,○,○,ぱんだ,○,,,,30,3
15,6,GPT-1,パンダ,だ,だるま,2438,○,○,だるま,○,,,,30,3
15,7,GPT-1,だるま,ま,まつたけ,4916,○,○,まつたけ,○,,,,30,3
15,8,GPT-2,まつたけ,け,けやき,3116,○,○,けやき,○,,,,30,3
15,9,GPT-2,けやき,き,きつつき,4686,○,○,きつつき,○,,,,30,3
15,10,GPT-2,きつつき,き,きのこ,2653,○,○,きのこ,○,,,,30,3
15,11,GPT-1,きのこ,こ,こたつ,4507,○,○,こたつ,○,,,,30,3
15,12,GPT-1,こたつ,つ,つくえ,2361,○,○,つくえ,○,,,,30,3
15,13,GPT-1,つくえ,え,えんぴつ,1739,○,○,えんぴつ,○,,,,30,3
15,14,GPT-2,えんぴつ,つ,つみき,2122,○,×,,×,辞書外,GPT-1,GPT-2,30,3
16,1,GPT-1,しりとり,り,りんご,3750,○,○,りんご,○,,,,30,3
16,2,GPT-1,りんご,ご,ゴマ,2055,○,○,ごま,○,,,,30,3
16,3,GPT-1,ゴマ,ま,まくら,2019,○,○,まくら,○,,,,30,3
16,4,GPT-2,まくら,ら,ラジオ,1467,○,○,らじお,○,,,,30,3
16,5,GPT-2,ラジオ,お,おにぎり,1984,○,○,おにぎり,○,,,,30,3
16,6,GPT-2,おにぎり,り,りす,1855,○,○,りす,○,,,,30,3
16,7,GPT-1,りす,す,すいか,2116,○,○,すいか,○,,,,30,3
16,8,GPT-1,すいか,か,かめ,2127,○,○,かめ,○,,,,30,3
16,9,GPT-2,かめ,め,めだか,2086,○,○,めだか,○,,,,30,3
16,10,GPT-2,めだか,か,かさ,2252,○,○,かさ,○,,,,30,3
16,11,GPT-2,かさ,さ,さくら,2110,○,○,さくら,○,,,,30,3
16,12,GPT-1,さくら,ら,ラッパ,1930,○,○,らっぱ,○,,,,30,3
16,13,GPT-1,ラッパ,ぱ,パイプ,4638,○,○,ぱいぷ,○,,,,30,3
16,14,GPT-1,パイプ,ぷ,プール,2059,○,○,ぷーる,○,,,,30,3
16,15,GPT-2,プール,る,ルビー,1803,○,○,るびー,○,,,,30,3
16,16,GPT-2,ルビー,い,犬,5625,○,○,いぬ,○,,,,30,3
16,17,GPT-1,犬,ぬ,ぬりえ,2033,○,○,ぬりえ,○,,,,30,3
16,18,GPT-1,ぬりえ,え,えんぴつ,1867,○,○,えんぴつ,○,,,,30,3
16,19,GPT-1,えんぴつ,つ,つくえ,2350,○,○,つくえ,○,,,,30,3
16,20,GPT-2,つくえ,え,えくぼ,5346,○,○,えくぼ,○,,,,30,3
16,21,GPT-2,えくぼ,ぼ,帽子,2209,○,○,ぼうし,○,,,,30,3
16,22,GPT-2,帽子,し,しか,1569,○,○,しか,○,,,,30,3
16,23,GPT-1,しか,か,かき,2099,○,○,かき,○,,,,30,3
16,24,GPT-1,かき,き,きつね,3577,○,○,きつね,○,,,,30,3
16,25,GPT-1,きつね,ね,ねこ,1946,○,○,ねこ,○,,,,30,3
16,26,GPT-2,ねこ,こ,こま,2562,○,○,こま,○,,,,30,3
16,27,GPT-2,こま,ま,まつり,2344,○,○,まつり,○,,,,30,3
16,28,GPT-1,まつり,り,りんご,2266,○,○,りんご,×,既出単語,GPT-2,GPT-1,30,3
17,1,GPT-1,しりとり,り,リス,2691,○,○,りす,○,,,,30,3
17,2,GPT-1,リス,す,スイカ,2195,○,○,すいか,○,,,,30,3
17,3,GPT-1,スイカ,か,カメラ,2179,○,○,かめら,○,,,,30,3
17,4,GPT-2,カメラ,ら,ラジオ,4575,○,○,らじお,○,,,,30,3
17,5,GPT-2,ラジオ,お,おにぎり,3804,○,○,おにぎり,○,,,,30,3
17,6,GPT-2,おにぎり,り,りんご,1981,○,○,りんご,○,,,,30,3
17,7,GPT-1,りんご,ご,ごま,2156,○,○,ごま,○,,,,30,3
17,8,GPT-1,ごま,ま,まくら,2574,○,○,まくら,○,,,,30,3
17,9,GPT-1,まくら,ら,ラッパ,3984,○,○,らっぱ,○,,,,30,3
17,10,GPT-2,ラッパ,ぱ,パンダ,2651,○,○,ぱんだ,○,,,,30,3
17,11,GPT-2,パンダ,だ,だるま,2603,○,○,だるま,○,,,,30,3
17,12,GPT-2,だるま,ま,まつり,1542,○,○,まつり,○,,,,30,3
17,13,GPT-1,まつり,り,リップ,5384,○,○,りっぷ,○,,,,30,3
17,14,GPT-2,リップ,ぷ,プール,1823,○,○,ぷーる,○,,,,30,3
17,15,GPT-2,プール,る,ルビー,1444,○,○,るびー,○,,,,30,3
17,16,GPT-2,ルビー,い,いちご,3279,○,○,いちご,○,,,,30,3
17,17,GPT-1,いちご,ご,ごりら,2323,○,○,ごりら,○,,,,30,3
17,18,GPT-1,ごりら,ら,らくだ,3037,○,○,らくだ,○,,,,30,3
17,19,GPT-1,らくだ,だ,大学,2228,○,○,だいがく,○,,,,30,3
17,20,GPT-2,大学,く,クジラ,1689,○,○,くじら,○,,,,30,3
17,21,GPT-2,クジラ,ら,ラッコ,2558,○,○,らっこ,○,,,,30,3
17,22,GPT-2,ラッコ,こ,こたつ,1684,○,○,こたつ,○,,,,30,3
17,23,GPT-1,こたつ,つ,つくえ,2790,○,○,つくえ,○,,,,30,3
17,24,GPT-1,つくえ,え,えんぴつ,2289,○,○,えんぴつ,○,,,,30,3
17,25,GPT-2,えんぴつ,つ,つみき,1643,○,×,,×,辞書外,GPT-1,GPT-2,30,3
18,1,GPT-1,しりとり,り,りんご,1693,○,○,りんご,○,,,,30,3
18,2,GPT-1,りんご,ご,ごま,1955,○,○,ごま,○,,,,30,3
18,3,GPT-1,ごま,ま,まくら,1500,○,○,まくら,○,,,,30,3
18,4,GPT-2,まくら,ら,ラッパ,1653,○,○,らっぱ,○,,,,30,3
18,5,GPT-2,ラッパ,ぱ,パンダ,1876,○,○,ぱんだ,○,,,,30,3
18,6,GPT-1,パンダ,だ,だるま,2049,○,○,だるま,○,,,,30,3
18,7,GPT-1,だるま,ま,まめ,1946,○,○,まめ,○,,,,30,3
18,8,GPT-1,まめ,め,めだか,2232,○,○,めだか,○,,,,30,3
18,9,GPT-2,めだか,か,かき,1732,○,○,かき,○,,,,30,3
18,10,GPT-2,かき,き,きんぎょ,2888,○,○,きんぎょ,○,,,,30,3
18,11,GPT-2,きんぎょ,よ,ヨット,3146,○,○,よっと,○,,,,30,3
18,12,GPT-1,ヨット,と,とけい,2633,○,○,とけい,○,,,,30,3
18,13,GPT-1,とけい,い,いす,1747,○,○,いす,○,,,,30,3
18,14,GPT-1,いす,す,すいか,1949,○,○,すいか,○,,,,30,3
18,15,GPT-2,すいか,か,かもめ,1840,○,○,かもめ,○,,,,30,3
18,16,GPT-2,かもめ,め,めがね,3455,○,○,めがね,○,,,,30,3
18,17,GPT-2,めがね,ね,ねこ,1502,○,○,ねこ,○,,,,30,3
18,18,GPT-1,ねこ,こ,こま,1916,○,○,こま,○,,,,30,3
18,19,GPT-1,こま,ま,まつり,3775,○,○,まつり,○,,,,30,3
18,20,GPT-1,まつり,り,りす,1906,○,○,りす,○,,,,30,3
18,21,GPT-2,りす,す,すずめ,3044,○,○,すずめ,○,,,,30,3
18,22,GPT-2,すずめ,め,めじろ,4388,○,○,めじろ,○,,,,30,3
18,23,GPT-1,めじろ,ろ,ろうそく,2166,○,○,ろうそく,○,,,,30,3
18,24,GPT-1,ろうそく,く,くるま,1994,○,○,くるま,○,,,,30,3
18,25,GPT-1,くるま,ま,まぐろ,4192,○,○,まぐろ,○,,,,30,3
18,26,GPT-2,まぐろ,ろ,ろくろ,5460,○,○,ろくろ,○,,,,30,3
18,27,GPT-2,ろくろ,ろ,ろば,2235,○,○,ろば,○,,,,30,3
18,28,GPT-2,ろば,ば,ばなな,2767,○,○,ばなな,○,,,,30,3
18,29,GPT-1,ばなな,な,なす,2500,○,○,なす,○,,,,30,3
18,30,GPT-1,なす,す,すみれ,3899,○,○,すみれ,○,,,,30,3
18,31,GPT-1,すみれ,れ,れきし,2973,○,○,れきし,○,,,,30,3
18,32,GPT-2,れきし,し,しおり,3672,○,○,しおり,○,,,,30,3
18,33,GPT-2,しおり,り,りか,2268,○,○,りか,○,,,,30,3
18,34,GPT-2,りか,か,かさ,1612,○,○,かさ,○,,,,30,3
18,35,GPT-1,かさ,さ,さくら,1462,○,○,さくら,○,,,,30,3
18,36,GPT-1,さくら,ら,らくだ,1926,○,○,らくだ,○,,,,30,3
18,37,GPT-1,らくだ,だ,だいがく,2138,○,○,だいがく,○,,,,30,3
18,38,GPT-2,だいがく,く,くじら,4444,○,○,くじら,○,,,,30,3
18,39,GPT-2,くじら,ら,らっきょう,2007,○,○,らっきょう,○,,,,30,3
18,40,GPT-2,らっきょう,う,うさぎ,2010,○,○,うさぎ,○,,,,30,3
18,41,GPT-1,うさぎ,ぎ,ぎんこう,2032,○,○,ぎんこう,○,,,,30,3
18,42,GPT-1,ぎんこう,う,渦,3521,○,○,うず,○,,,,30,3
18,43,GPT-1,渦,ず,図工,2063,○,○,ずこう,○,,,,30,3
18,44,GPT-2,図工,う,うなぎ,6191,○,○,うなぎ,○,,,,30,3
18,45,GPT-2,うなぎ,ぎ,ギター,2442,○,○,ぎたー,○,,,,30,3
18,46,GPT-2,ギター,あ,あさがお,2242,○,○,あさがお,○,,,,30,3
18,47,GPT-1,あさがお,お,音符,3793,○,○,おんぷ,○,,,,30,3
18,48,GPT-1,音符,ぷ,プール,2104,○,○,ぷーる,○,,,,30,3
18,49,GPT-2,プール,る,るす,2559,○,○,るす,○,,,,30,3
18,50,GPT-2,るす,す,すずり,2609,○,○,すずり,○,,,,30,3
18,51,GPT-2,すずり,り,りす,3221,○,○,りす,×,既出単語,GPT-1,GPT-2,30,3
19,1,GPT-1,しりとり,り,りんご,1683,○,○,りんご,○,,,,30,3
19,2,GPT-1,りんご,ご,ごま,2358,○,○,ごま,○,,,,30,3
19,3,GPT-1,ごま,ま,まくら,2545,○,○,まくら,○,,,,30,3
19,4,GPT-2,まくら,ら,ラジオ,2508,○,○,らじお,○,,,,30,3
19,5,GPT-2,ラジオ,お,おにぎり,1835,○,○,おにぎり,○,,,,30,3
19,6,GPT-2,おにぎり,り,りす,2046,○,○,りす,○,,,,30,3
19,7,GPT-1,りす,す,すいか,1746,○,○,すいか,○,,,,30,3
19,8,GPT-1,すいか,か,かき,2974,○,○,かき,○,,,,30,3
19,9,GPT-1,かき,き,きのこ,3933,○,○,きのこ,○,,,,30,3
19,10,GPT-2,きのこ,こ,こたつ,2265,○,○,こたつ,○,,,,30,3
19,11,GPT-2,こたつ,つ,つくえ,2294,○,○,つくえ,○,,,,30,3
19,12,GPT-2,つくえ,え,えんぴつ,1932,○,○,えんぴつ,○,,,,30,3
19,13,GPT-1,えんぴつ,つ,つみき,1371,○,×,,×,辞書外,GPT-2,GPT-1,30,3
20,1,GPT-1,しりとり,り,リップ,5801,○,○,りっぷ,○,,,,30,3
20,2,GPT-1,リップ,ぷ,プール,2286,○,○,ぷーる,○,,,,30,3
20,3,GPT-1,プール,る,ルビー,2510,○,○,るびー,○,,,,30,3
20,4,GPT-2,ルビー,い,いす,1899,○,○,いす,○,,,,30,3
20,5,GPT-2,いす,す,スイカ,1695,○,○,すいか,○,,,,30,3
20,6,GPT-2,スイカ,か,カメラ,3175,○,○,かめら,○,,,,30,3
20,7,GPT-1,カメラ,ら,ラジオ,1932,○,○,らじお,○,,,,30,3
20,8,GPT-1,ラジオ,お,おもちゃ,5646,○,○,おもちゃ,○,,,,30,3
20,9,GPT-1,おもちゃ,や,野菜,1629,○,○,やさい,○,,,,30,3
20,10,GPT-2,野菜,い,いぬ,2369,○,○,いぬ,○,,,,30,3
20,11,GPT-2,いぬ,ぬ,ぬいぐるみ,1768,○,○,ぬいぐるみ,○,,,,30,3
20,12,GPT-2,ぬいぐるみ,み,水,2171,○,○,みず,○,,,,30,3
20,13,GPT-1,水,ず,髄,2979,○,○,ずい,○,,,,30,3
20,14,GPT-1,髄,い,いか,2157,○,○,いか,○,,,,30,3
20,15,GPT-1,いか,か,かさ,1507,○,○,かさ,○,,,,30,3
20,16,GPT-2,かさ,さ,さめ,2488,○,○,さめ,○,,,,30,3
20,17,GPT-2,さめ,め,めがね,3730,○,○,めがね,○,,,,30,3
20,18,GPT-2,めがね,ね,ねこ,1737,○,○,ねこ,○,,,,30,3
20,19,GPT-1,ねこ,こ,コップ,6556,○,○,こっぷ,○,,,,30,3
20,20,GPT-1,コップ,ぷ,プラグ,4014,○,○,ぷらぐ,○,,,,30,3
20,21,GPT-1,プラグ,ぐ,グミ,2764,○,○,ぐみ,○,,,,30,3
20,22,GPT-2,グミ,み,みそ,2416,○,○,みそ,○,,,,30,3
20,23,GPT-2,みそ,そ,そら,2997,○,○,そら,○,,,,30,3
20,24,GPT-2,そら,ら,ラッパ,1767,○,○,らっぱ,○,,,,30,3
20,25,GPT-1,ラッパ,ぱ,パイ,2598,○,○,ぱい,○,,,,30,3
20,26,GPT-1,パイ,い,いちご,1544,○,○,いちご,○,,,,30,3
20,27,GPT-1,いちご,ご,ごま,1343,○,○,ごま,○,,,,30,3
20,28,GPT-2,ごま,ま,まくら,3116,○,○,まくら,○,,,,30,3
20,29,GPT-2,まくら,ら,ラクダ,3259,○,○,らくだ,○,,,,30,3
20,30,GPT-2,ラクダ,だ,大学,1866,○,○,だいがく,○,,,,30,3
20,31,GPT-1,大学,く,クジラ,4019,○,○,くじら,○,,,,30,3
20,32,GPT-1,クジラ,ら,ラケット,2202,○,○,らけっと,○,,,,30,3
20,33,GPT-1,ラケット,と,時計,1946,○,○,とけい,○,,,,30,3
20,34,GPT-2,時計,い,石,3071,○,○,いし,○,,,,30,3
20,35,GPT-2,石,し,しめじ,4351,○,○,しめじ,○,,,,30,3
20,36,GPT-2,しめじ,じ,辞書,2168,○,○,じしょ,○,,,,30,3
20,37,GPT-1,辞書,よ,ヨット,2849,○,○,よっと,○,,,,30,3
20,38,GPT-1,ヨット,と,トンボ,3573,○,○,とんぼ,○,,,,30,3
20,39,GPT-1,トンボ,ぼ,帽子,2113,○,○,ぼうし,○,,,,30,3
20,40,GPT-2,帽子,し,しお,5068,○,○,しお,○,,,,30,3
20,41,GPT-2,しお,お,おうむ,4837,○,○,おうむ,○,,,,30,3
20,42,GPT-2,おうむ,む,むし,2050,○,○,むし,○,,,,30,3
20,43,GPT-1,むし,し,しおり,3686,○,○,しおり,○,,,,30,3
20,44,GPT-1,しおり,り,リス,2805,○,○,りす,○,,,,30,3
20,45,GPT-1,リス,す,すずめ,2388,○,○,すずめ,○,,,,30,3
20,46,GPT-2,すずめ,め,めだか,2109,○,○,めだか,○,,,,30,3
20,47,GPT-2,めだか,か,かえる,3974,○,○,かえる,○,,,,30,3
20,48,GPT-2,かえる,る,留守,2662,○,○,るす,○,,,,30,3
20,49,GPT-1,留守,す,すずり,1641,○,○,すずり,○,,,,30,3
20,50,GPT-1,すずり,り,りんご,2572,○,○,りんご,○,,,,30,3
20,51,GPT-1,りんご,ご,ごぼう,2130,○,○,ごぼう,○,,,,30,3
20,52,GPT-2,ごぼう,う,うさぎ,1628,○,○,うさぎ,○,,,,30,3
20,53,GPT-2,うさぎ,ぎ,ギター,5939,○,○,ぎたー,○,,,,30,3
20,54,GPT-2,ギター,あ,朝,2145,○,○,あさ,○,,,,30,3
20,55,GPT-1,朝,さ,さくら,2047,○,○,さくら,○,,,,30,3
20,56,GPT-1,さくら,ら,ランプ,2302,○,○,らんぷ,○,,,,30,3
20,57,GPT-1,ランプ,ぷ,プロペラ,2914,○,○,ぷろぺら,○,,,,30,3
20,58,GPT-2,プロペラ,ら,ラベル,2358,○,○,らべる,○,,,,30,3
20,59,GPT-2,ラベル,る,ルーペ,3913,○,○,るーぺ,○,,,,30,3
20,60,GPT-1,ルーペ,ぺ,ページ,2016,○,○,ぺーじ,○,,,,30,3
20,61,GPT-1,ページ,じ,自転車,2437,×,×,,×,辞書外,GPT-2,GPT-1,30,3
21,1,GPT-1,しりとり,り,りんご,1922,○,○,りんご,○,,,,30,3
21,2,GPT-1,りんご,ご,ごま,2151,○,○,ごま,○,,,,30,3
21,3,GPT-1,ごま,ま,まくら,2766,○,○,まくら,○,,,,30,3
21,4,GPT-2,まくら,ら,ラッパ,1737,○,○,らっぱ,○,,,,30,3
21,5,GPT-2,ラッパ,ぱ,パイプ,3325,○,○,ぱいぷ,○,,,,30,3
21,6,GPT-2,パイプ,ぷ,プール,1744,○,○,ぷーる,○,,,,30,3
21,7,GPT-1,プール,る,ルビー,1840,○,○,るびー,○,,,,30,3
21,8,GPT-1,ルビー,い,犬,2553,○,○,いぬ,○,,,,30,3
21,9,GPT-2,犬,ぬ,ぬいぐるみ,3033,○,○,ぬいぐるみ,○,,,,30,3
21,10,GPT-2,ぬいぐるみ,み,耳,2562,○,○,みみ,○,,,,30,3
21,11,GPT-2,耳,み,水,1843,○,○,みず,○,,,,30,3
21,12,GPT-1,水,ず,図工,2038,○,○,ずこう,○,,,,30,3
21,13,GPT-1,図工,う,うさぎ,7412,○,○,うさぎ,○,,,,30,3
21,14,GPT-1,うさぎ,ぎ,義足,2286,○,○,ぎそく,○,,,,30,3
21,15,GPT-2,義足,く,クジラ,1684,○,○,くじら,○,,,,30,3
21,16,GPT-2,クジラ,ら,ラッコ,2865,○,○,らっこ,○,,,,30,3
21,17,GPT-2,ラッコ,こ,こたつ,3400,○,○,こたつ,○,,,,30,3
21,18,GPT-1,こたつ,つ,つくえ,2939,○,○,つくえ,○,,,,30,3
21,19,GPT-1,つくえ,え,鉛筆,2250,○,○,えんぴつ,○,,,,30,3
21,20,GPT-1,鉛筆,つ,つみき,2866,○,×,,×,辞書外,GPT-2,GPT-1,30,3
22,1,GPT-1,しりとり,り,リップ,4296,○,○,りっぷ,○,,,,30,3
22,2,GPT-1,リップ,ぷ,プール,2048,○,○,ぷーる,○,,,,30,3
22,3,GPT-1,プール,る,ルビー,1689,○,○,るびー,○,,,,30,3
22,4,GPT-2,ルビー,い,いちご,1992,○,○,いちご,○,,,,30,3
22,5,GPT-2,いちご,ご,ごま,1993,○,○,ごま,○,,,,30,3
22,6,GPT-2,ごま,ま,まくら,2500,○,○,まくら,○,,,,30,3
22,7,GPT-1,まくら,ら,ラッパ,2043,○,○,らっぱ,○,,,,30,3
22,8,GPT-1,ラッパ,ぱ,パンダ,2160,○,○,ぱんだ,○,,,,30,3
22,9,GPT-1,パンダ,だ,だるま,1788,○,○,だるま,○,,,,30,3
22,10,GPT-2,だるま,ま,まつり,1541,○,○,まつり,○,,,,30,3
22,11,GPT-2,まつり,り,りんご,2048,○,○,りんご,○,,,,30,3
22,12,GPT-2,りんご,ご,ごりら,2663,○,○,ごりら,○,,,,30,3
22,13,GPT-1,ごりら,ら,ラクダ,1740,○,○,らくだ,○,,,,30,3
22,14,GPT-1,ラクダ,だ,だんご,3085,○,○,だんご,○,,,,30,3
22,15,GPT-1,だんご,ご,ごぼう,2524,○,○,ごぼう,○,,,,30,3
22,16,GPT-2,ごぼう,う,うさぎ,1667,○,○,うさぎ,○,,,,30,3
22,17,GPT-1,うさぎ,ぎ,銀行,1909,○,○,ぎんこう,○,,,,30,3
22,18,GPT-1,銀行,う,うずら,3577,○,○,うずら,○,,,,30,3
22,19,GPT-1,うずら,ら,ラジオ,1529,○,○,らじお,○,,,,30,3
22,20,GPT-2,ラジオ,お,おにぎり,7797,○,○,おにぎり,○,,,,30,3
22,21,GPT-2,おにぎり,り,リス,1561,○,○,りす,○,,,,30,3
22,22,GPT-2,リス,す,すいか,1925,○,○,すいか,○,,,,30,3
22,23,GPT-1,すいか,か,カメ,1997,○,○,かめ,○,,,,30,3
22,24,GPT-1,カメ,め,めだか,2571,○,○,めだか,○,,,,30,3
22,25,GPT-1,めだか,か,かき,2810,○,○,かき,○,,,,30,3
22,26,GPT-2,かき,き,きのこ,2044,○,○,きのこ,○,,,,30,3
22,27,GPT-2,きのこ,こ,こたつ,2551,○,○,こたつ,○,,,,30,3
22,28,GPT-2,こたつ,つ,つくえ,2049,○,○,つくえ,○,,,,30,3
22,29,GPT-1,つくえ,え,えんぴつ,2146,○,○,えんぴつ,○,,,,30,3
22,30,GPT-1,えんぴつ,つ,つる,4593,○,○,つる,○,,,,30,3
22,31,GPT-1,つる,る,留守,2001,○,○,るす,○,,,,30,3
22,32,GPT-2,留守,す,すずめ,1880,○,○,すずめ,○,,,,30,3
22,33,GPT-2,すずめ,め,めがね,1460,○,○,めがね,○,,,,30,3
22,34,GPT-2,めがね,ね,ねこ,1383,○,○,ねこ,○,,,,30,3
22,35,GPT-1,ねこ,こ,こあら,2155,○,×,,×,辞書外,GPT-2,GPT-1,30,3
23,1,GPT-1,しりとり,り,りんご,1574,○,○,りんご,○,,,,30,3
23,2,GPT-1,りんご,ご,ごま,1565,○,○,ごま,○,,,,30,3
23,3,GPT-1,ごま,ま,まくら,2266,○,○,まくら,○,,,,30,3
23,4,GPT-2,まくら,ら,らっきょう,4856,○,○,らっきょう,○,,,,30,3
23,5,GPT-2,らっきょう,う,うさぎ,1938,○,○,うさぎ,○,,,,30,3
23,6,GPT-2,うさぎ,ぎ,銀河,1849,○,○,ぎんが,○,,,,30,3
23,7,GPT-1,銀河,が,学校,2252,○,○,がっこう,○,,,,30,3
23,8,GPT-1,学校,う,うつぼ,5518,○,○,うつぼ,○,,,,30,3
23,9,GPT-1,うつぼ,ぼ,帽子,2255,○,○,ぼうし,○,,,,30,3
23,10,GPT-2,帽子,し,しお,2733,○,○,しお,○,,,,30,3
23,11,GPT-2,しお,お,おひつ,4444,○,×,,×,辞書外,GPT-1,GPT-2,30,3
24,1,GPT-1,しりとり,り,りんご,1476,○,○,りんご,○,,,,30,3
24,2,GPT-1,りんご,ご,ごま,2453,○,○,ごま,○,,,,30,3
24,3,GPT-1,ごま,ま,まくら,4142,○,○,まくら,○,,,,30,3
24,4,GPT-2,まくら,ら,ラッパ,1518,○,○,らっぱ,○,,,,30,3
24,5,GPT-2,ラッパ,ぱ,パンダ,2663,○,○,ぱんだ,○,,,,30,3
24,6,GPT-2,パンダ,だ,大学,2229,○,○,だいがく,○,,,,30,3
24,7,GPT-1,大学,く,靴,3278,○,○,くつ,○,,,,30,3
24,8,GPT-1,靴,つ,机,2157,○,○,つくえ,○,,,,30,3
24,9,GPT-1,机,え,鉛筆,2276,○,○,えんぴつ,○,,,,30,3
24,10,GPT-2,鉛筆,つ,つみき,3106,○,×,,×,辞書外,GPT-1,GPT-2,30,3
25,1,GPT-1,しりとり,り,りんご,1842,○,○,りんご,○,,,,30,3
25,2,GPT-1,りんご,ご,ごま,1695,○,○,ごま,○,,,,30,3
25,3,GPT-1,ごま,ま,まくら,1480,○,○,まくら,○,,,,30,3
25,4,GPT-2,まくら,ら,らっぱ,2394,○,○,らっぱ,○,,,,30,3
25,5,GPT-2,らっぱ,ぱ,パンダ,1638,○,○,ぱんだ,○,,,,30,3
25,6,GPT-2,パンダ,だ,だるま,2001,○,○,だるま,○,,,,30,3
25,7,GPT-1,だるま,ま,まつり,3628,○,○,まつり,○,,,,30,3
25,8,GPT-1,まつり,り,りす,1794,○,○,りす,○,,,,30,3
25,9,GPT-1,りす,す,すいか,2627,○,○,すいか,○,,,,30,3
25,10,GPT-2,すいか,か,かさ,2249,○,○,かさ,○,,,,30,3
25,11,GPT-2,かさ,さ,さくら,1859,○,○,さくら,○,,,,30,3
25,12,GPT-2,さくら,ら,らくだ,1811,○,○,らくだ,○,,,,30,3
25,13,GPT-1,らくだ,だ,だんご,1744,○,○,だんご,○,,,,30,3
25,14,GPT-1,だんご,ご,ごりら,2235,○,○,ごりら,○,,,,30,3
25,15,GPT-1,ごりら,ら,らくがき,2501,○,○,らくがき,○,,,,30,3
25,16,GPT-2,らくがき,き,きつね,2452,○,○,きつね,○,,,,30,3
25,17,GPT-2,きつね,ね,ねこ,2035,○,○,ねこ,○,,,,30,3
25,18,GPT-2,ねこ,こ,こあら,3473,○,×,,×,辞書外,GPT-1,GPT-2,30,3
26,1,GPT-1,しりとり,り,りんご,1351,○,○,りんご,○,,,,30,3
26,2,GPT-2,りんご,ご,ごま,2313,○,○,ごま,○,,,,30,3
26,3,GPT-2,ごま,ま,まくら,1685,○,○,まくら,○,,,,30,3
26,4,GPT-2,まくら,ら,ラジオ,1739,○,○,らじお,○,,,,30,3
26,5,GPT-1,ラジオ,お,おにぎり,1718,○,○,おにぎり,○,,,,30,3
26,6,GPT-1,おにぎり,り,りす,1779,○,○,りす,○,,,,30,3
26,7,GPT-1,りす,す,すいか,1933,○,○,すいか,○,,,,30,3
26,8,GPT-2,すいか,か,かさ,2263,○,○,かさ,○,,,,30,3
26,9,GPT-2,かさ,さ,さざえ,5383,○,○,さざえ,○,,,,30,3
26,10,GPT-2,さざえ,え,えんぴつ,2824,○,○,えんぴつ,○,,,,30,3
26,11,GPT-1,えんぴつ,つ,つくえ,2344,○,○,つくえ,○,,,,30,3
26,12,GPT-1,つくえ,え,えだ,2849,○,○,えだ,○,,,,30,3
26,13,GPT-1,えだ,だ,大学,2486,○,○,だいがく,○,,,,30,3
26,14,GPT-2,大学,く,くるま,1743,○,○,くるま,○,,,,30,3
26,15,GPT-2,くるま,ま,まど,3192,○,○,まど,○,,,,30,3
26,16,GPT-2,まど,ど,どらやき,2741,○,×,,×,辞書外,GPT-1,GPT-2,30,3
27,1,GPT-1,しりとり,り,りす,2200,○,○,りす,○,,,,30,3
27,2,GPT-1,りす,す,すいか,1572,○,○,すいか,○,,,,30,3
27,3,GPT-1,すいか,か,かぎ,4223,○,○,かぎ,○,,,,30,3
27,4,GPT-2,かぎ,ぎ,銀河,2335,○,○,ぎんが,○,,,,30,3
27,5,GPT-2,銀河,が,額,1940,○,○,がく,○,,,,30,3
27,6,GPT-2,額,く,くじら,9283,○,○,くじら,○,,,,30,3
27,7,GPT-1,くじら,ら,ラッパ,2486,○,○,らっぱ,○,,,,30,3
27,8,GPT-1,ラッパ,ぱ,パスタ,4557,○,○,ぱすた,○,,,,30,3
27,9,GPT-1,パスタ,た,たぬき,2073,○,○,たぬき,○,,,,30,3
27,10,GPT-2,たぬき,き,きのこ,2638,○,○,きのこ,○,,,,30,3
27,11,GPT-2,きのこ,こ,コップ,5140,○,○,こっぷ,○,,,,30,3
27,12,GPT-2,コップ,ぷ,プール,1929,○,○,ぷーる,○,,,,30,3
27,13,GPT-1,プール,る,留守,2215,○,○,るす,○,,,,30,3
27,14,GPT-1,留守,す,すずめ,2467,○,○,すずめ,○,,,,30,3
27,15,GPT-1,すずめ,め,めだか,3988,○,○,めだか,○,,,,30,3
27,16,GPT-2,めだか,か,かさ,3586,○,○,かさ,○,,,,30,3
27,17,GPT-2,かさ,さ,さぎ,4096,○,○,さぎ,○,,,,30,3
27,18,GPT-2,さぎ,ぎ,ギター,3690,○,○,ぎたー,○,,,,30,3
27,19,GPT-1,ギター,あ,あさ,1784,○,○,あさ,○,,,,30,3
27,20,GPT-1,あさ,さ,さくら,3420,○,○,さくら,○,,,,30,3
27,21,GPT-1,さくら,ら,ラジオ,2858,○,○,らじお,○,,,,30,3
27,22,GPT-2,ラジオ,お,おにぎり,2115,○,○,おにぎり,○,,,,30,3
27,23,GPT-2,おにぎり,り,りんご,2105,○,○,りんご,○,,,,30,3
27,24,GPT-2,りんご,ご,ごま,1667,○,○,ごま,○,,,,30,3
27,25,GPT-1,ごま,ま,まくら,2867,○,○,まくら,○,,,,30,3
27,26,GPT-1,まくら,ら,らくだ,4334,○,○,らくだ,○,,,,30,3
